name,mapping_from,tool_full_name,Interesting_concepts_thesis,status,Status comment,tool_source,homepage_url,repo_url,publication_url,"tool_origin",company_url,Short Description,type,domain,open_source,license
Wick,Wasmflow,"Wick is a flow-like runtime for building secure, scalable software services out of WebAssembly components.",no,Active,,Existing Workflow systems,https://candle.dev/wick.html,https://github.com/candlecorp/wick,,Enterprise,https://candle.dev/,"Wick is a low-code, flow-like runtime for stitching together WebAssembly components into full applications.","flow-based runtime, WebAssembly, ",WebAssembly,yes,
HyperShell,,"A cross-platform, high-performance computing utility for processing shell commands over a distributed, asynchronous queue.",no,Active,,Existing Workflow systems,https://hyper-shell.readthedocs.io/en/latest/,https://github.com/glentner/hyper-shell,https://doi.org/10.1145/3491418.3535138,Academia,,"HyperShell is an elegant, cross-platform, high-performance computing utility for
processing shell commands over a distributed, asynchronous queue. It is a highly
scalable workflow automation tool for many-task scenarios.
Several tools offer similar functionality but not all together in a single tool with
the user ergonomics we provide. Novel design elements include but are not limited to
(1) cross-platform, (2) client-server design, (3) staggered launch for large scales,
(4) persistent hosting of the server, and optionally (5) a database in-the-loop for
persisting task metadata and automated retries.","cross-pltaform, hpc, shell command distibution, workflow",HPC,yes,
Covalent,,Pythonic tool for running machine-learning/high performance/quantum-computing workflows in heterogenous environments.,maybe,Active,,Existing Workflow systems,https://www.covalent.xyz/,https://github.com/AgnostiqHQ/covalent,https://doi.org/10.5281/zenodo.5903364,Academia,,"Covalent is a Pythonic workflow tool for computational scientists, AI/ML software engineers, and anyone who needs to run experiments on limited or expensive computing resources including quantum computers, HPC clusters, GPU arrays, and cloud services.","workflow, data science, ETL, wfms, data pipeline, ML, orchestration",workflow orchestration,yes,
Icolos,,A workflow manager for structure based post-processing of de novo generated small molecules,no,Archived,"This repository has been archived by the owner on Mar 16, 2023. It is now read-only.",Existing Workflow systems,,https://github.com/MolecularAI/Icolos,https://doi.org/10.26434/chemrxiv-2022-vqbxg,Academia,,"The Icolos tool is a workflow manager for structure-based 
workflows in computational chemistry, that abstracts execution logic 
from implementation as much as possible. Icolos was designed to 
interface with REINVENT,
 and workflows can be called as a component of the scoring function, or 
to postprocess results with more expensive methods. Workflows are 
specified in JSON format (see folder examples). Currently wrapped are a diverse set of tools and internal steps, including docking, QM and MD capabilities.","workflow manager, computational chemistry, workflows","drug discovery, computational chemistry",yes,
dwork,,Distributed Work Scheduling System,no,Inactive,,Existing Workflow systems,,https://github.com/frobnitzem/dwork,,Personal,,Task graph scheduler with a minimalistic API.,,work scheduling,yes,
pmake,,A parallel make with rich target and rule attributes,no,Inactive,,Existing Workflow systems,https://docs.olcf.ornl.gov/software/workflows/pmake.html#workflows-pmake,https://code.ornl.gov/99R/pmake,https://docs.olcf.ornl.gov/software/workflows/pmake.html#workflows-pmake,Academia,,"pmake is a parallel
make developed for use within batch jobs.  A rules.yaml
file specifies extended make-rules with:

multiple input and multiple output filesa resource-set specificationa multi-line shell script that can use variable
substitution (e.g. {mpirun} expands to
{jsrun -g -c ...} on summit).","YAML, parallel make, batch jobs",workflow system,yes,
Texera,,Collaborative Machine-Learning-Centric Data Analytics Using Workflows,maybe,Active,,Existing Workflow systems,https://texera.github.io/,https://github.com/Texera/texera,https://arxiv.org/abs/2212.07096,Academia,,"Texera supports scalable computation and enables advanced AI/ML techniques.
  

  ""Collaboration"" is a key focus, and we enable an experience similar to Google Docs, but for data analytics.","workflow, ML, data analytics, workflow, collaboration",data analytics,yes,
Swif2,,The Scientific Workflow Indefatigable Factotum,no,Inactive (2021),,Existing Workflow systems,https://scicomp.jlab.org/docs/swif2,,,Academia,https://www.jlab.org/,,,scientific workflow,?,
Jobflow,,jobflow is a library for writing computational workflows.,no,Active,,Existing Workflow systems,https://materialsproject.github.io/jobflow/,https://github.com/materialsproject/jobflow,,Consortium,https://materialsproject.org/about,"Jobflow is a free, open-source library for writing and executing workflows. Complex
workflows can be defined using simple python functions and executed locally or on
arbitrary computing resources using the FireWorks workflow manager.","python, workflow, flow, FireWorks",computational workflow,yes,
Balsam,,High throughput workflows and automation for HPC,,Active,,Existing Workflow systems,https://balsam.readthedocs.io/en/latest/,https://github.com/argonne-lcf/balsam,https://doi.org/10.1109/XLOOP49562.2019.00010,Academia,,A unified platform to manage high-throughput workflows across the HPC landscape.,"HPC, workflow",HPC,,
Task Vine,,"Dynamic workflows that run on HPC clusters, GPU clusters, and commercial clouds",no,Active,,Existing Workflow systems,https://ccl.cse.nd.edu/software/taskvine/,https://github.com/cooperative-computing-lab/cctools,,,,"TaskVine is a task scheduler for building large scale data intensive 
dynamic workflows that run on HPC clusters, GPU clusters, and commercial
 clouds.
As tasks access external data sources and produce their own outputs, 
more and more data is pulled into local storage on workers. This data is
 used to accelerate future tasks and avoid re-computing exisiting 
results.  Data gradually grows ""like a vine"" through the cluster.
TaskVine is our third-generation workflow system, built on our twenty 
years of experience creating scalable applications in fields such as 
high energy physics, bioinformatics, molecular dynamics, and machine 
learning.","HPC, workflow","HPC, workflow system",yes,
Globus Compute,,Federated function as a service,no,Active,formerly funcxhttps://funcx.org/globus-compute.html,Existing Workflow systems,https://www.globus.org/,https://github.com/funcx-faas/funcx,https://doi.org/10.1145/3369583.3392683,,,"Globus Compute (formerly funcX) is a high-performance function-as-a-service (FaaS) platform that enables intuitive, flexible, efficient, scalable, and performant remote function execution on existing infrastructure including clouds, clusters, and supercomputers.","FAAS, scalable,  high-performance Faas, container",high performance FAAS,yes,
